id,phase_code,phase_label,cargo_code,cargo_label,trigger_code,trigger_label,context_code,context_label,text,eusotrip_coverage,eusotrip_evidence,uber_freight,cloudtrucks,severity,gap_note
S-11-06-02-D,11,In-transit telemetry,06,Hazmat class-3 flammable,02,Weather delay,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Weather delay · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while weather delay unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-03-A,11,In-transit telemetry,06,Hazmat class-3 flammable,03,Mechanical breakdown,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · Mechanical breakdown · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while mechanical breakdown unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-03-B,11,In-transit telemetry,06,Hazmat class-3 flammable,03,Mechanical breakdown,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · Mechanical breakdown · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while mechanical breakdown unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-03-C,11,In-transit telemetry,06,Hazmat class-3 flammable,03,Mechanical breakdown,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · Mechanical breakdown · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while mechanical breakdown unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-03-D,11,In-transit telemetry,06,Hazmat class-3 flammable,03,Mechanical breakdown,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-04-A,11,In-transit telemetry,06,Hazmat class-3 flammable,04,Traffic / road closure,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-04-B,11,In-transit telemetry,06,Hazmat class-3 flammable,04,Traffic / road closure,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · Traffic / road closure · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-04-C,11,In-transit telemetry,06,Hazmat class-3 flammable,04,Traffic / road closure,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · Traffic / road closure · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-04-D,11,In-transit telemetry,06,Hazmat class-3 flammable,04,Traffic / road closure,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-05-A,11,In-transit telemetry,06,Hazmat class-3 flammable,05,Accident / incident,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · Accident / incident · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-05-B,11,In-transit telemetry,06,Hazmat class-3 flammable,05,Accident / incident,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · Accident / incident · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-05-C,11,In-transit telemetry,06,Hazmat class-3 flammable,05,Accident / incident,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · Accident / incident · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-05-D,11,In-transit telemetry,06,Hazmat class-3 flammable,05,Accident / incident,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Accident / incident · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-06-A,11,In-transit telemetry,06,Hazmat class-3 flammable,06,Customs hold,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · Customs hold · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while customs hold unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-06-B,11,In-transit telemetry,06,Hazmat class-3 flammable,06,Customs hold,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · Customs hold · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while customs hold unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-06-C,11,In-transit telemetry,06,Hazmat class-3 flammable,06,Customs hold,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · Customs hold · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while customs hold unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-06-D,11,In-transit telemetry,06,Hazmat class-3 flammable,06,Customs hold,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Customs hold · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while customs hold unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-07-A,11,In-transit telemetry,06,Hazmat class-3 flammable,07,Missed appointment,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · Missed appointment · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while missed appointment unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-07-B,11,In-transit telemetry,06,Hazmat class-3 flammable,07,Missed appointment,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · Missed appointment · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while missed appointment unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-07-C,11,In-transit telemetry,06,Hazmat class-3 flammable,07,Missed appointment,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · Missed appointment · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while missed appointment unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-07-D,11,In-transit telemetry,06,Hazmat class-3 flammable,07,Missed appointment,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Missed appointment · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while missed appointment unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-08-A,11,In-transit telemetry,06,Hazmat class-3 flammable,08,Document defect,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · Document defect · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while document defect unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-08-B,11,In-transit telemetry,06,Hazmat class-3 flammable,08,Document defect,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · Document defect · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while document defect unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-08-C,11,In-transit telemetry,06,Hazmat class-3 flammable,08,Document defect,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · Document defect · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while document defect unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-08-D,11,In-transit telemetry,06,Hazmat class-3 flammable,08,Document defect,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Document defect · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while document defect unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-09-A,11,In-transit telemetry,06,Hazmat class-3 flammable,09,Route deviation,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · Route deviation · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while route deviation unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-09-B,11,In-transit telemetry,06,Hazmat class-3 flammable,09,Route deviation,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · Route deviation · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while route deviation unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-09-C,11,In-transit telemetry,06,Hazmat class-3 flammable,09,Route deviation,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · Route deviation · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while route deviation unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-09-D,11,In-transit telemetry,06,Hazmat class-3 flammable,09,Route deviation,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · Route deviation · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while route deviation unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-10-A,11,In-transit telemetry,06,Hazmat class-3 flammable,10,HOS violation risk,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-3 flammable · HOS violation risk · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while hos violation risk unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-10-B,11,In-transit telemetry,06,Hazmat class-3 flammable,10,HOS violation risk,B,Broker-routed,[In-transit telemetry] · Hazmat class-3 flammable · HOS violation risk · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while hos violation risk unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-10-C,11,In-transit telemetry,06,Hazmat class-3 flammable,10,HOS violation risk,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-3 flammable · HOS violation risk · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-06-10-D,11,In-transit telemetry,06,Hazmat class-3 flammable,10,HOS violation risk,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-3 flammable · HOS violation risk · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-3 flammable load while hos violation risk unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-01-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,01,Happy path,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Happy path · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while happy path unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-01-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,01,Happy path,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Happy path · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while happy path unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-01-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,01,Happy path,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Happy path · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while happy path unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-01-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,01,Happy path,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Happy path · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while happy path unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-02-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,02,Weather delay,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Weather delay · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while weather delay unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-02-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,02,Weather delay,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Weather delay · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while weather delay unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-02-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,02,Weather delay,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Weather delay · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while weather delay unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-02-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,02,Weather delay,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Weather delay · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while weather delay unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-03-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,03,Mechanical breakdown,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Mechanical breakdown · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while mechanical breakdown unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-03-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,03,Mechanical breakdown,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Mechanical breakdown · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while mechanical breakdown unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-03-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,03,Mechanical breakdown,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Mechanical breakdown · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while mechanical breakdown unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-03-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,03,Mechanical breakdown,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-04-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,04,Traffic / road closure,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-04-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,04,Traffic / road closure,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Traffic / road closure · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-04-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,04,Traffic / road closure,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Traffic / road closure · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-04-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,04,Traffic / road closure,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-05-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,05,Accident / incident,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Accident / incident · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-05-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,05,Accident / incident,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Accident / incident · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-05-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,05,Accident / incident,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Accident / incident · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-05-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,05,Accident / incident,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Accident / incident · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-06-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,06,Customs hold,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Customs hold · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while customs hold unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-06-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,06,Customs hold,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Customs hold · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while customs hold unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-06-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,06,Customs hold,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Customs hold · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while customs hold unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-06-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,06,Customs hold,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Customs hold · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while customs hold unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-07-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,07,Missed appointment,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Missed appointment · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while missed appointment unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-07-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,07,Missed appointment,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Missed appointment · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while missed appointment unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-07-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,07,Missed appointment,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Missed appointment · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while missed appointment unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-07-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,07,Missed appointment,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Missed appointment · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while missed appointment unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-08-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,08,Document defect,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Document defect · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while document defect unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-08-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,08,Document defect,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Document defect · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while document defect unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-08-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,08,Document defect,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Document defect · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while document defect unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-08-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,08,Document defect,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Document defect · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while document defect unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-09-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,09,Route deviation,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · Route deviation · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while route deviation unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-09-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,09,Route deviation,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · Route deviation · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while route deviation unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-09-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,09,Route deviation,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · Route deviation · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while route deviation unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-09-D,11,In-transit telemetry,07,Hazmat class-8 corrosive,09,Route deviation,D,Multi-stop / chain,[In-transit telemetry] · Hazmat class-8 corrosive · Route deviation · Multi-stop / chain: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while route deviation unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-10-A,11,In-transit telemetry,07,Hazmat class-8 corrosive,10,HOS violation risk,A,Direct shipper→driver,[In-transit telemetry] · Hazmat class-8 corrosive · HOS violation risk · Direct shipper→driver: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while hos violation risk unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-10-B,11,In-transit telemetry,07,Hazmat class-8 corrosive,10,HOS violation risk,B,Broker-routed,[In-transit telemetry] · Hazmat class-8 corrosive · HOS violation risk · Broker-routed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while hos violation risk unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-11-07-10-C,11,In-transit telemetry,07,Hazmat class-8 corrosive,10,HOS violation risk,C,Catalyst-managed,[In-transit telemetry] · Hazmat class-8 corrosive · HOS violation risk · Catalyst-managed: a shipper and driver execute the in-transit telemetry step on a hazmat class-8 corrosive load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
